tags,developer,publisher,day,year,price,score
"Idler,Free to Play,Multiplayer,2D,Action,Dungeon Crawler,Adventure,Indie,Casual, Dungeons & Dragons,Clicker,Magic,Early Access,Fantasy,In-App Purchases,Strategy,RPG,Loot,Single-player",Codename Entertainment Inc.,Codename Entertainment Inc.,85,2020,0,79.11061036
"Roguelite,Early Access,Action,Action Roguelike,Difficult,Roguelike,RPG,Adventure,Metroidvania,Indie,Single-player,Roguevania,Platformer,2D,Arcade",Cellar Door Games,Cellar Door Games,231,2020,19.99,75.36027252
"Steam Cloud,Mystery,Massively Multiplayer,Family Friendly,Multiplayer,2D,Survival,Action,Social Deduction,Board Game,Comedy,Indie,Werewolves,Casual,Memes,Great Soundtrack,Tactical,Co-op,In-App Purchases,Strategy,Cross-Platform Multiplayer,RPG,Funny",BlankMediaGames,BlankMediaGames,349,2014,4.99,86.86462128
"Steam Cloud,Jet,Shooter,Simulation,Third Person,Anime,Multiplayer,Military,Story Rich,Sci-fi,War,Action,Controller,VR,First-Person,Online PvP,Flight,Great Soundtrack,Arcade,Silent Protagonist,Strategy,Single-player",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,31,2019,59.99,81.50974017
"Steam Cloud,Violent,Massively Multiplayer,Crafting,Multiplayer,Steam Workshop,Sandbox,Sci-fi,Survival,Action,Building,Downloadable Content,Adventure,Indie,Online PvP,Online Co-op, Base Building,RPG,Open World,Single-player,Includes level editor,MMO,Dinosaurs","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Snail Games USA,220,2019,34.99,48.64852388
"Steam Cloud,Futuristic,Character Customization,Multiplayer,Steam Workshop,Sci-fi,Action,Difficult,Moddable,Turn-Based,Aliens,Turn-Based Tactics,Great Soundtrack,Atmospheric,Tactical,Co-op,Turn-Based Strategy,Perma Death,Strategy,Cross-Platform Multiplayer,RPG,Open World,Single-player","Firaxis Games, Feral Interactive",2K,35,2016,59.99,83.2503582
"Shooter,Third Person,Free to Play,Massively Multiplayer,Multiplayer,Mechs,War,Action,Controller,FPS,Third-Person Shooter,First-Person,Online PvP,Robots,Co-op,In-App Purchases,Strategy,PvP",Pixonic,Pixonic,95,2018,0,53.87478407
"Violent,Shooter,Action,First-Person,Online PvP,Massively Multiplayer,PvP,Multiplayer,Single-player,Military,War,FPS",DICE,Electronic Arts,302,2013,39.99,77.70771435
"Violent,Shooter,Massively Multiplayer,Crafting,Multiplayer,Post-apocalyptic,Gore,Survival,Open World Survival Craft,Action,Adventure,Indie,FPS,First-Person,Online PvP,Online Co-op, Base Building,Early Access,Realistic,Open World,PvP",Bad Pixel,Bad Pixel,105,2020,19.99,76.65862052
"Steam Cloud,Emotional,2D,Action-Adventure,Story Rich,Action,Puzzle,Difficult,Adventure,Indie,Exploration,Beautiful,Metroidvania,Cute,Great Soundtrack,Platformer,Atmospheric,Souls-like,Fantasy,Open World,Single-player",Moon Studios GmbH,Xbox Game Studios,70,2020,29.99,92.94470062
"Steam Cloud,Simulation,Third Person,Historical,Crafting,Action-Adventure,Survival,Open World Survival Craft,Action,Adventure,Nature,Indie,Science,Exploration,Immersive Sim,Atmospheric,RPG,Open World,Single-player,Choices Matter,PvE",Panache Digital Games,Private Division,240,2020,39.99,72.81611419
"Retro,Multiple Endings,2D,Story Rich,Psychological Horror,Comedy,Bullet Hell,Pixel Graphics,Dating Sim,Indie,Horror,Dark,Memes,Cute,Replay Value,Great Soundtrack,RPG,Single-player,Choices Matter,Funny",tobyfox,tobyfox,258,2015,9.99,94.57061526
"Steam Cloud,Multiplayer,Gore,Psychological Horror,Action,Puzzle,Adventure,Indie,Casual,Horror,Dark,First-Person,Online PvP,Online Co-op,Atmospheric,Co-op,Survival Horror,Strategy,Cross-Platform Multiplayer,PvP,Single-player,Steam Leaderboards,Thriller,Funny,Online Co-Op",Shawn Hitchcock,Hitchcock Games,53,2019,4.99,86.26997479
"Simulation,Family Friendly,Character Customization,Sandbox,Multiplayer,Action,Building,Moddable,Comedy,Life Sim,Adventure,Casual,Nudity,Great Soundtrack,Replay Value,Romance,Strategy,RPG,Single-player,Funny",The Sims Studio,Electronic Arts,153,2009,19.99,81.86176473
"Steam Cloud,Third Person,Character Customization,Sandbox,Story Rich,Action,Dark Fantasy,Moddable,Medieval,Adventure,Action RPG,Exploration,First-Person,Magic,Great Soundtrack,Atmospheric,Fantasy,RPG,Open World,Classic,Single-player",Bethesda Game Studios®,Bethesda Softworks,167,2009,19.99,92.59161463
"Steam Cloud,Violent,Third Person,Post-apocalyptic,Action-Adventure,Story Rich,Gore,Female Protagonist,Action,Dark Fantasy,Puzzle,Difficult,Adventure,Dark,Hack and Slash,Atmospheric,Souls-like,Fantasy,RPG,Open World,Single-player",Gunfire Games,THQ Nordic,331,2018,59.99,72.33382594
"Steam Cloud,Simulation,Physics,Multiplayer,Steam Workshop,Sandbox,Survival,Puzzle,Shared/Split Screen Co-op,Comedy,Parkour,Adventure,Indie,Casual,Online PvP,Stats,Local Multiplayer,Split Screen,3D Platformer,Co-op,Puzzle Platformer,Open World,Single-player,Local Co-Op,Funny",No Brakes Games,Curve Digital,204,2016,14.99,91.47154294
"Shooter,Historical,Multiplayer,Gore,War,Survival,Action,Moddable,Adventure,World War II,FPS,Horror,First-Person,Tanks,Great Soundtrack,Co-op,Zombies,Classic,Single-player,Online Co-Op",Treyarch,Activision,323,2008,19.99,90.82740722
"Steam Cloud,Anime,Multiplayer,Story Rich,Survival,Action,Controller,Difficult,Adventure,Action RPG,FPS,Dragons,Beat 'em up,Great Soundtrack,Fighting,Atmospheric,Fantasy,RPG,Open World,Single-player,JRPG",CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,16,2020,59.99,89.29961931
"Free to Play,Massively Multiplayer,Family Friendly,Multiplayer,Cartoon,Story Rich,Turn-Based Combat,Turn-Based,Adventure,Card Battler,Turn-Based Tactics,Online PvP,Magic,MMORPG,Co-op,Fantasy,In-App Purchases,Card Game,Strategy,RPG,MMO,Funny,Online Co-Op",KingsIsle Entertainment,KingsIsle Entertainment,246,2008,0,74.2743846
"Steam Cloud,Roguelite,Multiplayer,Tower Defense,Difficult,Turn-Based Combat,Colorful,Card Battler,Turn-Based Tactics,Roguelike,Online PvP,Trains,Procedural Generation,Roguelike Deckbuilder,Fantasy,Card Game,Strategy,Deckbuilding,PvP,RPG,Single-player,Choices Matter",Shiny Shoe,Good Shepherd Entertainment,142,2020,24.99,92.84161631
"Steam Cloud,Violent,Character Customization,Multiplayer,Blood,Story Rich,Gore,Mature,Shared/Split Screen PvP,Action,Competitive,Horror,Online PvP,Local Multiplayer,Fighting,Great Soundtrack,Cute,2D Fighter,Atmospheric,Arcade,2.5D,In-App Purchases,Sexual Content,Single-player","NetherRealm Studios, QLOC, Shiver",Warner Bros Interactive Entertainment,113,2019,49.99,80.06533186
"Steam Cloud,Co-op,Rhythm,Simulation,Music,In-App Purchases,Local Co-Op,Education,Single-player,Steam Leaderboards,Casual,Great Soundtrack",Ubisoft - San Francisco,Ubisoft,278,2016,29.99,87.94163829
"Violent,Shooter,Simulation,Historical,Massively Multiplayer,Multiplayer,Steam Workshop,Team-Based,Military,War,Action,Indie,FPS,First-Person,Online PvP,Stats,Atmospheric,Tactical,Gore,Cold War,Realistic,In-App Purchases,Strategy,Includes level editor","Antimatter Games, Tripwire Interactive",Tripwire Interactive,150,2017,24.99,83.03442722
"Steam Cloud,Simulation,Historical,Multiplayer,Steam Workshop,Military,War,Action,Adventure,World War II,RTS,Online PvP,Tanks,Stats,Online Co-op,Real-Time with Pause,Great Soundtrack, Base Building,Atmospheric,Tactical,Co-op,Strategy,Single-player,Real-Time,Online Co-Op","Relic Entertainment, Feral Interactive",SEGA,176,2013,19.99,77.39705162
"Crime,Tabletop,Family Friendly,Multiplayer,Team-Based,Shared/Split Screen PvP,Action,Shared/Split Screen Co-op,Board Game,Casual,Online PvP,Online Co-op,Local Multiplayer,Cult Classic,Replay Value,Co-op,Card Game,Strategy,Classic,Single-player,Funny,Online Co-Op",Ubisoft Entertainment,Ubisoft Entertainment,343,2016,9.99,70.14008568
"Steam Cloud,Simulation,Family Friendly,Multiplayer,Shared/Split Screen PvP,Action,Shared/Split Screen Co-op,Controller,Comedy,Difficult,Indie,Casual,Colorful,Single-player,Online PvP,Online Co-op,Local Multiplayer,Cute,Great Soundtrack,Co-op,Strategy,4 Player Local,Local Co-Op,Funny,Online Co-Op","Ghost Town Games Ltd., Team17 Digital Ltd",Team17 Digital Ltd,219,2018,24.99,86.6049712
"Anime,Free to Play,Mature,Female Protagonist,Visual Novel,Comedy,Hentai,Dating Sim,Indie,Casual,Nudity,Memes,Stats,Clicker,Resource Management,Cute,Romance,In-App Purchases,Strategy,Sexual Content,Single-player,Steam Leaderboards,Funny",Sad Panda Studios,Sad Panda Studios,134,2016,0,87.48251139
"Steam Cloud,Roguelite,Steam Workshop,2D,Action,Difficult,Side Scroller,Pixel Graphics,Adventure,Indie,Roguelike,Metroidvania,Hack and Slash,Great Soundtrack,Replay Value,Platformer,Procedural Generation,Souls-like,Action Roguelike,Perma Death,Single-player,Roguevania",Motion Twin,Motion Twin,218,2018,24.99,94.16595197
"Co-op,Survival,Violent,Shooter,Action,Zombies,Downloadable Content,Adventure,Steam Workshop,Multiplayer,Single-player,Steam Leaderboards,Story Rich,Gore,Horror,FPS","Treyarch, Aspyr",Activision,166,2017,29.99,84.51297834
"Steam Cloud,Crime,Satire,Shooter,Third Person,Character Customization,Sandbox,Multiplayer,Female Protagonist,Action,Comedy,Adventure,Third-Person Shooter,Great Soundtrack,Co-op,Zombies,RPG,Open World,Single-player,Funny,Online Co-Op",Volition,Deep Silver,318,2011,9.99,93.01985846
"Steam Cloud,Simulation,Post-apocalyptic,Sandbox,Survival,Economy,Building,Difficult,Indie,Management,Real-Time,Colony Sim,Resource Management,Procedural Generation, Base Building,Atmospheric,Early Access,Realistic,Strategy,Single-player,City Builder",Gentlymad Studios,Assemble Entertainment,93,2020,23.99,71.96970142
"Steam Cloud,Simulation,Mystery,Multiplayer,Story Rich,Sci-fi,Puzzle,Action,Adventure,Indie,Horror,Exploration,First-Person,Space,Beautiful,Great Soundtrack,Atmospheric,3D,Open World,Single-player,Epic",Mobius Digital,Annapurna Interactive,170,2020,24.99,90.89863704
"Steam Cloud,Roguelite,Steam Workshop,2D,Dungeon Crawler,Difficult,Turn-Based,Indie,Casual,Card Battler,Roguelike,Stats,Great Soundtrack,Replay Value,Procedural Generation,Roguelike Deckbuilder,Fantasy,Card Game,Strategy,Deckbuilding,RPG,Single-player,Steam Leaderboards,Mouse only",Mega Crit Games,Mega Crit Games,23,2019,24.99,95.2914225
"Steam Cloud,Violent,Shooter,Simulation,Multiplayer,Gore,Survival,Action,VR,Adventure,Indie,FPS,Horror,First-Person,Survival Horror,Strategy,Zombies,RPG,Open World,Single-player,Choices Matter",Skydance Interactive,Skydance Interactive,23,2020,39.99,85.0564474
"Steam Cloud,Simulation,Third Person,Physics,Multiplayer,Sports,Action,Modern,Asynchronous Multiplayer,VR,First-Person,Online PvP,Racing,Atmospheric,Immersive Sim,Arcade,3D Vision,Realistic,PvP,Automobile Sim,Single-player,Driving",Slightly Mad Studios,BANDAI NAMCO Entertainment,240,2020,59.99,48.49624412
"Steam Cloud,Simulation,Physics,Free to Play,Crafting,Family Friendly,Sandbox,Female Protagonist,Economy,Action,Comedy,Management,First-Person,Memes,Resource Management,Replay Value,Co-op,Realistic,Relaxing,Single-player,Funny",Big Cheese Studio,PlayWay S.A.,157,2019,12.99,79.12166456
"Steam Cloud,Roguelite,2D,Dark Fantasy,Dungeon Crawler,Difficult,Turn-Based Combat,Turn-Based,Indie,Horror,Gothic,Dark,Roguelike,Atmospheric,Kickstarter,Lovecraftian,Perma Death,Fantasy,Strategy,RPG,Single-player",Red Hook Studios,Red Hook Studios,19,2016,24.99,87.4515668
"Simulation,Sandbox,2D,Sci-fi,Survival,Building,Difficult,Adventure,Indie,Management,Exploration,Space Sim,Space,Colony Sim,Resource Management, Base Building,Early Access,Strategy,Open World,Single-player",Klei Entertainment,Klei Entertainment,211,2019,24.99,94.14362815
"Steam Cloud,Emotional,Third Person,Mystery,Drama,Multiple Endings,Action-Adventure,Story Rich,LGBTQ,Adventure,Conversation,Captions available,Exploration,Cinematic,Beautiful,Atmospheric,Episodic,Choose Your Own Adventure,Walking Simulator,Single-player,Choices Matter,Dynamic Narration",DONTNOD Entertainment,Xbox Game Studios ,240,2020,29.99,84.02872404
"Steam Cloud,Roguelite,Party-Based RPG,Tabletop,Multiplayer,Shared/Split Screen PvP,Shared/Split Screen Co-op,Difficult,Board Game,Turn-Based Combat,Adventure,Turn-Based,Indie,Hex Grid,Strategy RPG,Roguelike,Online PvP,Online Co-op,Co-op,Turn-Based Strategy,Fantasy,Strategy,RPG,Single-player,Local Co-Op,Online Co-Op",IronOak Games,Curve Digital,109,2018,19.99,84.3516042
"Steam Cloud,Retro,Multiplayer,Cartoon,2D,Action,Shared/Split Screen Co-op,Difficult,Bullet Hell,Side Scroller,Indie,Colorful,Cartoony,Hand-drawn,Great Soundtrack,Platformer,Atmospheric,Co-op,Shoot 'Em Up,Single-player,Local Co-Op,Funny",Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,272,2017,19.99,94.20140299
"Steam Cloud,Roguelite,Female Protagonist,Dark Fantasy,Difficult,Unforgiving,Turn-Based Combat,Turn-Based,Indie,Horror,Turn-Based Tactics,Gothic,Dark,Roguelike,Great Soundtrack,Atmospheric,Tactical,Turn-Based Strategy,Perma Death,Strategy,Single-player",Lightbulb Crew,Focus Home Interactive,209,2020,34.99,76.09273746
"Steam Cloud,Violent,Third Person,Anime,Multiplayer,Story Rich,Gore,Action,Difficult,Controller,Character Action Game,Spectacle fighter,Adventure,Nudity,Online Co-op,Hack and Slash,Great Soundtrack,Co-op,Demons,Classic,Stylized,Single-player",CAPCOM Co.,CAPCOM Co.,66,2019,29.99,89.88492904
"Steam Cloud,Third Person,Anime,Ninja,Multiplayer,Story Rich,Shared/Split Screen PvP,Action,Adventure,Memes,Local Multiplayer,Fighting,Great Soundtrack,Beat 'em up,Atmospheric,Co-op,Fantasy,Open World,Single-player,Steam Leaderboards,Heist,Local Co-Op,Online Co-Op",CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,35,2016,29.99,84.9633663
"Management,Sports,Simulation,In-App Purchases,Strategy,Cross-Platform Multiplayer,Baseball,Steam Workshop,Indie,Single-player,MMO",Out of the Park Developments,Out of the Park Developments,80,2020,19.99,85.27604651
"Shooter,Physics,Multiplayer,2D,Shared/Split Screen PvP,Action,Controller,Indie,Casual,Online PvP,Split Screen,Local Multiplayer,Fighting,Great Soundtrack,2D Fighter,Co-op,Strategy,PvP,4 Player Local,Local Co-Op,Funny,Online Co-Op",Landfall West,Landfall,271,2017,4.99,90.20505044
"Character Customization,Story Rich,Action,Moddable,VR,Adventure,Exploration,Memes,First-Person,Dragons,Magic,Great Soundtrack,Stealth,Atmospheric,Fantasy,RPG,Open World,Sexual Content,Walking Simulator,Single-player",Bethesda Game Studios,Bethesda Softworks,92,2018,59.99,73.78824679
"eSports,Anime,Multiplayer,2D,Female Protagonist,Action,Controller,Competitive,Nudity,Memes,Local Multiplayer,Fighting,Great Soundtrack,2D Fighter,Arcade,2.5D,Early Access,Cross-Platform Multiplayer,Classic,Single-player,Funny",Capcom,Capcom,46,2016,19.99,61.2721592
"Video Production,Simulation,Software,Family Friendly,Steam Workshop,Action,Comedy,Indie,Animation & Modeling,Nudity,Memes,Beautiful,Cute,Early Access,Fantasy,3D Vision,3D,Utilities,Epic,Funny",Holotech Studios,Holotech Studios,188,2015,14.99,79.93255724
"Steam Cloud,Rhythm,Action,Anime,Nudity,Music,Downloadable Content,Sexual Content,Indie,Single-player,Cute,Casual",PeroPeroGames,X.D. Network Inc.,171,2019,29.99,88.95272807
"Simulation,Physics,Sandbox,Steam Workshop,Sci-fi,God Game,VR,Adventure,Indie,Science,Casual,Exploration,Destruction,Space,Education,Great Soundtrack,Atmospheric,Early Access,Realistic,Open World,Single-player",Giant Army,Giant Army,236,2015,29.99,92.01019797
"Steam Cloud,Co-op,Shared/Split Screen Co-op,Trivia,Comedy,Party Game,Party,Board Game,Strategy,4 Player Local,Local Multiplayer,Multiplayer,Local Co-Op,Single-player,Shared/Split Screen PvP,Casual,Funny",Jackbox Games,Jackbox Games,290,2018,29.99,84.86368042
"Steam Cloud,Third Person,Character Customization,Action-Adventure,Story Rich,Mature,Female Protagonist,Action,Adventure,Action RPG,Nudity,Magic,Romance,Atmospheric,Co-op,Fantasy,RPG,Open World,Sexual Content,Single-player,Choices Matter",Spiders,Focus Home Interactive,252,2019,49.99,76.45771533
"Steam Cloud,Remake,Shooter,Post-apocalyptic,Multiplayer,Story Rich,Gore,Mature,Based On A Novel,Survival,Action,Adventure,Horror,FPS,First-Person,Stealth,Atmospheric,Survival Horror,Classic,Open World,Single-player",4A Games,Deep Silver,237,2014,19.99,83.26501147
"Simulation,Alternate History,Ninja,Crafting,Sandbox,Steam Workshop,Post-apocalyptic,Survival,Building,Steampunk,Adventure,Indie,Management,RTS, Base Building,Early Access,Strategy,RPG,Open World,Single-player,Includes level editor,City Builder",Lo-Fi Games,Lo-Fi Games,340,2018,29.99,90.93614957
"Steam Cloud,Violent,Simulation,Underwater,Multiplayer,Steam Workshop,2D,Sci-fi,Gore,Survival,Naval,Action,Difficult,Moddable,Submarine,Horror,Management,Online PvP,Online Co-op,Co-op,Early Access,Survival Horror,Strategy,Single-player,Includes level editor","FakeFish, Undertow Games",Daedalic Entertainment,156,2019,29.99,85.6730783
"Steam Cloud,Third Person,Sandbox,Detective,Story Rich,Mature,Comic Book,Action,Puzzle,Adventure,Horror,Dark,Beat 'em up,Fighting,Stealth,Atmospheric,Strategy,Open World,Superhero,Single-player,Steam Leaderboards,Epic",Rocksteady Studios,Warner Bros. Interactive Entertainment,174,2015,19.99,82.18968721
"Simulation,Sandbox,Story Rich,Mature,NSFW,Puzzle,Comedy,Adventure,Dating Sim,Indie,Casual,Nudity,First-Person,Memes,Early Access,RPG,Sexual Content,Single-player,Choices Matter,Funny",Eek! Games,Eek! Games,181,2017,24.99,83.96536826
"Steam Cloud,Simulation,Physics,Sandbox,Steam Workshop,Sci-fi,Building,Difficult,Moddable,Comedy,Adventure,Indie,Science,Exploration,Space Sim,Space,Education,Replay Value,Strategy,Open World,Single-player,Funny",Squad,Private Division ,117,2015,9.99,91.34526555
"Steam Cloud,Shooter,Time Travel,Alternate History,Story Rich,Gore,Action,Steampunk,Adventure,FPS,Immersive,First-Person,Beautiful,Linear,Great Soundtrack,Atmospheric,Fantasy,Dystopian,Sci-fi,RPG,Single-player","Irrational Games, Virtual Programming",2K,84,2013,7.49,93.37995341
"Steam Cloud,Violent,Shooter,Simulation,Multiplayer,Military,War,Mature,Action,VR,Indie,Casual,FPS,Gun Customization,First-Person,Online Co-op,Co-op,Early Access,Single-player",XREAL Games,XREAL Games,313,2018,24.99,78.72933403
"Sports,eSports,Early Access,Simulation,Realistic,Online PvP,Open World,Automobile Sim,VR,Racing,Multiplayer,Single-player,Driving",Kunos Simulazioni,505 Games,149,2019,39.99,85.00423364
"Simulation,Third Person,Physics,Multiplayer,Sandbox,Shared/Split Screen PvP,Action,Comedy,Adventure,Indie,Casual,Colorful,Online PvP,Local Multiplayer,Beat 'em up,Fighting,Great Soundtrack,Co-op,Early Access,4 Player Local,Funny","Boneloaf, Coatsink",Boneloaf,346,2017,19.99,72.13231403
"Steam Cloud,Remake,Retro,Third Person,1990's,Family Friendly,Female Protagonist,Action,Difficult,Controller,Comedy,Adventure,Colorful,Cartoony,3D Platformer,Great Soundtrack,Platformer,Souls-like,Classic,Single-player,Funny","Vicarious Visions, Iron Galaxy",Activision,180,2018,39.99,89.59450298
"Steam Cloud,Retro,GameMaker,Multiplayer,2D,Shared/Split Screen PvP,Games Workshop,Action,Shared/Split Screen Co-op,Controller,Competitive,Pixel Graphics,Indie,Single-player,Online PvP,Stats,Local Multiplayer,Fighting,Great Soundtrack,Beat 'em up,Platformer,2D Fighter,Arcade,Early Access,4 Player Local,Steam Leaderboards",Dan Fornace,Dan Fornace,87,2017,29.99,91.28469652
"Simulation,Third Person,Massively Multiplayer,Multiplayer,Sandbox,Team-Based,Survival,Action,Hunting,Adventure,Indie,Horror,Online PvP,Co-op,Early Access,Realistic,Strategy,RPG,Open World,Walking Simulator,MMO,Dinosaurs",Afterthought LLC,Afterthought LLC,335,2015,19.99,78.11667606
"Shooter,Character Customization,Multiplayer,Story Rich,Survival,Action,Hunting,Adventure,FPS,Captions available,Exploration,Nudity,First-Person,America,Online Co-op,Great Soundtrack,Stealth,Atmospheric,Co-op,In-App Purchases,Open World,Sexual Content,Single-player,Includes level editor","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,85,2018,59.99,74.66203393
"Steam Cloud,Violent,Third Person,Anime,Multiplayer,Story Rich,Action,Fishing,Adventure,Action RPG,First-Person,Online PvP,Online Co-op,Hack and Slash,Great Soundtrack,Atmospheric,Co-op,Fantasy,RPG,Open World,Single-player,JRPG,Online Co-Op",Square Enix,Square Enix,65,2018,34.99,78.04692248
"Simulation,Crafting,Multiplayer,Sandbox,Survival,Economy,Open World Survival Craft,Building,Adventure,Indie,LAN Co-op,Exploration,First-Person,Online Co-op,Education, Base Building,Co-op,Early Access,Realistic,Open World,Single-player,Online Co-Op",Strange Loop Games,Strange Loop Games,37,2018,29.99,75.76189951
"Steam Cloud,Dark Comedy,Anime,Mystery,Detective,Story Rich,Female Protagonist,Psychological Horror,Visual Novel,Puzzle,Comedy,Adventure,Dating Sim,Horror,Dark,Memes,Great Soundtrack,Dark Humor,Atmospheric,Single-player,Funny",Spike Chunsoft Co.,Spike Chunsoft Co.,268,2017,39.99,82.11954329
"Steam Cloud,Simulation,Physics,Crafting,Family Friendly,Sandbox,Puzzle,Building,Difficult,Indie,Cartoony,Education,Great Soundtrack,Cute,Level Editor,Sequel,Strategy,Stylized,Single-player,Choices Matter,Includes level editor,Funny",Dry Cactus,Dry Cactus,149,2020,14.99,90.88849599
"Steam Cloud,Roguelite,Physics,Crafting,Sandbox,Steam Workshop,2D,Action-Adventure,Action,Dungeon Crawler,Difficult,Indie,Action RPG,Gun Customization,Roguelike,Procedural Generation,Perma Death,Action Roguelike,Open World,Single-player,2D Platformer,Choices Matter,Funny",Nolla Games,Nolla Games,289,2020,15.99,92.36781394
"Anime,Free to Play,Multiplayer,Competitive,Turn-Based,Adventure,Casual,Card Battler,Nudity,Online PvP,Cute,Trading Card Game,MMORPG,Fantasy,In-App Purchases,Card Game,Cross-Platform Multiplayer,Strategy,Deckbuilding,PvP,Sexual Content,Single-player,JRPG",Cygames,Cygames,301,2016,0,71.73098998
"Steam Cloud,Remake,Shooter,Post-apocalyptic,Multiplayer,Story Rich,Sci-fi,Based On A Novel,Survival,Action,Difficult,Adventure,Horror,FPS,Nudity,First-Person,Stealth,Atmospheric,Survival Horror,Open World,Single-player",4A Games,Deep Silver,237,2014,19.99,83.15211038
"Steam Cloud,Co-op,Psychological Horror,Shared/Split Screen Co-op,Trivia,Board Game,Party Game,Strategy,Party,Comedy,Family Friendly,Local Multiplayer,Multiplayer,Indie,Shared/Split Screen PvP,Casual,Funny",Jackbox Games,Jackbox Games,291,2017,24.99,86.10191569
"Steam Cloud,Futuristic,Character Customization,Multiplayer,Mechs,Story Rich,Sci-fi,Action,Difficult,Turn-Based,Adventure,Management,Turn-Based Tactics,Online PvP,Space,Robots,Great Soundtrack,Tactical,Turn-Based Strategy,Strategy,Cross-Platform Multiplayer,RPG,Single-player",Harebrained Schemes,Paradox Interactive,114,2018,39.99,77.71823679
"Third Person,Character Customization,Story Rich,Female Protagonist,Action,Adventure,Action RPG,Combat,Nudity,Dragons,Online Co-op,Great Soundtrack,CRPG,Atmospheric,Fantasy,Strategy,RPG,Open World,Sexual Content,Single-player,Choices Matter",BioWare,Electronic Arts,322,2014,39.99,65.97302297
"Steam Cloud,Co-op,Action,Anime,Nudity,Controller,In-App Purchases,Online PvP,Split Screen,Beat 'em up,Multiplayer,Hack and Slash,Pirates,Single-player,Fighting,Local Co-Op,Online Co-Op",Koei Tecmo,BANDAI NAMCO Entertainment,86,2020,59.99,85.1347573
"Steam Cloud,Simulation,Sandbox,Economy,Survival,Building,Medieval,Indie,Management,RTS,Colony Sim,Resource Management, Base Building,Atmospheric,Early Access,Strategy,Open World,Sexual Content,Single-player,Choices Matter,City Builder",Polymorph Games,Polymorph Games,32,2019,29.99,80.89901808
"Steam Cloud,eSports,Third Person,Anime,Character Customization,Multiplayer,Story Rich,Shared/Split Screen PvP,Sports,Action,Controller,Difficult,Competitive,Nudity,Online PvP,3D Fighter,Local Multiplayer,Fighting,Great Soundtrack,Beat 'em up,Arcade,Sexual Content,Single-player,Steam Leaderboards",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,152,2017,39.99,81.05805639
"Crafting,2D,Isometric,Building,Collectathon,Medieval,Life Sim,Pixel Graphics,Adventure,Indie,Management,Colorful,Inventory Management,Resource Management,Immersive Sim,Early Access,Farming Sim,Fantasy,RPG,Single-player",Louqou,Metaboli Publishing,210,2020,14.99,86.68190511
"Nostalgia,Steam Cloud,Remake,Simulation,Historical,Mythology,Multiplayer,Steam Workshop,Story Rich,Action,Adventure,RTS,Stats,Great Soundtrack,Atmospheric,Tactical,Co-op,Fantasy,Strategy,Classic,Single-player,Steam Leaderboards,Epic,Includes level editor,Real-Time","SkyBox Labs, Ensemble Studios",Xbox Game Studios,128,2014,29.99,87.57145536
"Sports,Early Access,Simulation,Online PvP,Massively Multiplayer,Online Co-op,Automobile Sim,Steam Workshop,Racing,Multiplayer,Single-player,Open World,Local Multiplayer,Driving,Arcade",CarX Technologies,CarX Technologies,321,2017,14.99,85.04563046
"Simulation,Crafting,Multiplayer,Steam Workshop,Sandbox,Sci-fi,Survival,Open World Survival Craft,Action,Building,Adventure,Indie,LAN Co-op,Aliens,Exploration,First-Person,Online PvP,Space,Online Co-op,Co-op,Early Access,Strategy,Open World,Single-player",Eleon Game Studios,Eleon Game Studios,218,2020,19.99,77.93737817
"Steam Cloud,Multiplayer,Steam Workshop, Grand Strategy,LAN PvP,Military,Sci-fi,War,Shared/Split Screen PvP,4X,Shared/Split Screen Co-op,Turn-Based Combat,Turn-Based,Hex Grid,LAN Co-op,Turn-Based Tactics,Online PvP,Online Co-op,Great Soundtrack,Replay Value,Warhammer 40K,Tactical,Co-op,Artificial Intelligence,Turn-Based Strategy,Strategy,Cross-Platform Multiplayer,Single-player,Wargame",Proxy Studios,Slitherine Ltd.,193,2018,39.99,75.27059098
"Old School,Party-Based RPG,Tabletop,Software,Sandbox,Multiplayer,2D,Story Rich,Turn-Based,Adventure,Strategy RPG, Dungeons & Dragons,Tactical RPG,Co-op,Turn-Based Strategy,Fantasy,Strategy,Cross-Platform Multiplayer,RPG,Utilities,Online Co-Op",SmiteWorks USA,SmiteWorks USA,129,2014,39.99,73.83496689
"Steam Cloud,Shooter,Multiplayer,Post-apocalyptic,Team-Based,Female Protagonist,Survival,Action,Moddable,Competitive,Adventure,Horror,FPS,Captions available,First-Person,Stats,Replay Value,Atmospheric,Tactical,Co-op,Zombies,Single-player,Steam Leaderboards,Online Co-Op",Valve,Valve,322,2008,9.99,92.66670379
